_id,Year,FSA,ANIMAL_TYPE,PRIMARY_BREED
84822,2024,M2H,DOG,POODLE STND
84823,2023,M1P,DOG,GOLDEN RETR
84824,2025,M6P,DOG,TERRIER
84825,2024,M6P,DOG,TERRIER
84826,2024,M5R,DOG,AUST SHEPHERD
84827,2023,M5R,DOG,AUST SHEPHERD
84828,2023,M5R,DOG,AUST SHEPHERD
84829,2025,M5R,DOG,AUST SHEPHERD
84830,2025,M5R,DOG,AUST SHEPHERD
84831,2023,M5R,DOG,AUST SHEPHERD
84832,2023,M5S,DOG,SIBERIAN HUSKY
84833,2025,M4W,DOG,SALUKI
84834,2024,M4W,DOG,SALUKI
84835,2025,M6G,DOG,GOLDEN RETR
84836,2023,M6G,DOG,GOLDEN RETR
84837,2023,M4G,DOG,PORT WATER DOG
84838,2025,M2N,DOG,LABRADOR RETR
84839,2024,M6B,DOG,ENG BULLDOG
84840,2023,M6B,DOG,ENG BULLDOG
84841,2025,M2K,CAT,DOMESTIC SH
84842,2023,M8Y,CAT,DOMESTIC SH
84843,2025,M8Y,CAT,DOMESTIC SH
84844,2025,M1E,CAT,DOMESTIC SH
84845,2024,M1M,CAT,DOMESTIC SH
84846,2023,M1K,CAT,DOMESTIC SH
84847,2025,M1K,CAT,DOMESTIC SH
84848,2025,M4G,DOG,LABRADOR RETR
84849,2023,M4G,DOG,LABRADOR RETR
84850,2024,M9N,DOG,AKITA
84851,2023,M9N,DOG,AKITA
84852,2025,M6J,DOG,GERM SHEPHERD
84853,2023,M6J,DOG,GERM SHEPHERD
84854,2023,M5M,DOG,COCKER SPAN
84855,2025,M5M,DOG,COCKER SPAN
84856,2024,M1P,DOG,AUST SHEPHERD
84857,2023,M1P,DOG,AUST SHEPHERD
84858,2024,M4T,DOG,POODLE STND
84859,2023,M4T,DOG,POODLE STND
84860,2023,M1J,DOG,GOLDEN RETR
84861,2025,M1J,DOG,GOLDEN RETR
84862,2023,M6E,DOG,PORT WATER DOG
84863,2024,M8Z,DOG,POODLE STND
84864,2023,M8Z,DOG,POODLE STND
84865,2025,M9A,DOG,LABRADOR RETR
84866,2023,M9A,DOG,LABRADOR RETR
84867,2025,M8Z,CAT,DOMESTIC SH
84868,2023,M8Z,CAT,DOMESTIC SH
84869,2025,M3H,DOG,GERM SHEPHERD
84870,2024,M3H,DOG,GERM SHEPHERD
84871,2025,M3H,DOG,SHIH TZU
84872,2024,M3H,DOG,SHIH TZU
84873,2023,M6L,CAT,DOMESTIC SH
84874,2025,M6L,CAT,DOMESTIC SH
84875,2025,M6K,CAT,DOMESTIC SH
84876,2025,M6K,CAT,DOMESTIC SH
84877,2024,M9W,DOG,LABRADOR RETR
84878,2025,M9W,DOG,LABRADOR RETR
84879,2024,M9W,DOG,LABRADOR RETR
84880,2024,M6G,DOG,PUG
84881,2023,M6G,DOG,PUG
84882,2024,M4N,DOG,YORKSHIRE TERR
84883,2025,M2M,CAT,DOMESTIC SH
84884,2024,M4J,DOG,NEWFOUNDLAND
84885,2023,M4J,DOG,NEWFOUNDLAND
84886,2025,M1K,DOG,WELSH CORGI PEM
84887,2023,M5R,DOG,ROTTWEILER
84888,2024,M5R,DOG,ROTTWEILER
84889,2024,M4X,DOG,GOLDEN RETR
84890,2024,M6K,DOG,AUST SHEPHERD
84891,2025,M6K,DOG,AUST SHEPHERD
84892,2024,M5E,DOG,LABRADOR RETR
84893,2023,M5E,DOG,TERRIER
84894,2024,M1R,DOG,SCHNAUZER MIN
84895,2025,M1R,DOG,SCHNAUZER MIN
84896,2024,M4P,DOG,WEST HIGHLAND
84897,2025,M4P,DOG,WEST HIGHLAND
84898,2025,M4L,DOG,BICHON FRISE
84899,2024,M4L,DOG,BICHON FRISE
84900,2023,M4L,DOG,BICHON FRISE
84901,2023,M4L,DOG,SCOT TERRIER
84902,2025,M4L,DOG,SCOT TERRIER
84903,2023,M9B,DOG,BORDER COLLIE
84904,2025,M9B,DOG,BORDER COLLIE
84905,2025,M4X,DOG,LABRADOR RETR
84906,2025,M4G,DOG,HAVANESE
84907,2024,M4G,DOG,HAVANESE
84908,2023,M4W,DOG,CHIHUAHUA SH
84909,2024,M4W,DOG,CHIHUAHUA SH
84910,2023,M6N,DOG,POODLE MIN
84911,2024,M6N,DOG,POODLE MIN
84912,2024,M5M,DOG,GOLDEN RETR
84913,2025,M5M,DOG,GOLDEN RETR
84914,2023,M2P,DOG,GOLDEN RETR
84915,2024,M2P,DOG,GOLDEN RETR
84916,2024,M4J,DOG,POODLE MIN
84917,2024,M4G,DOG,SAMOYED
84918,2024,M8W,DOG,WELSH CORGI CAR
84919,2023,M5P,DOG,BORDER COLLIE
84920,2025,M6P,DOG,WELSH CORGI PEM
84921,2025,M6N,DOG,PARSON RUSS TER
84922,2024,M4L,DOG,FRENCH BULLDOG
84923,2025,M6J,CAT,AMER SH
84924,2023,M6R,DOG,FRENCH BULLDOG
84925,2023,M5P,DOG,TERRIER
84926,2023,M5N,DOG,PORT WATER DOG
84927,2024,M1L,DOG,SIBERIAN HUSKY
84928,2024,M1N,DOG,GOLDEN RETR
84929,2025,M4C,DOG,AMER BULLDOG
84930,2023,M4C,DOG,PORT WATER DOG
84931,2023,M4M,CAT,DOMESTIC SH
84932,2023,M8W,DOG,ROTTWEILER
84933,2024,M4V,CAT,DOMESTIC SH
84934,2025,M1V,DOG,CHOW CHOW
84935,2025,M1V,DOG,CHOW CHOW
84936,2023,M5V,DOG,DACHSHUND
84937,2023,M8Y,CAT,DOMESTIC SH
84938,2024,M2P,DOG,POMERANIAN
84939,2024,M2R,CAT,DOMESTIC SH
84940,2023,M8V,DOG,POMERANIAN
84941,2024,M4C,CAT,DOMESTIC SH
84942,2025,M2H,CAT,DOMESTIC SH
84943,2024,M9A,DOG,YORKSHIRE TERR
84944,2025,M4N,DOG,CHIHUAHUA SH
84945,2025,M6G,DOG,GERM SHEPHERD
84946,2023,M6P,DOG,GOLDEN RETR
84947,2023,M6N,DOG,BEAGLE
84948,2023,M6G,DOG,POODLE STND
84949,2024,M6P,DOG,LABRADOR RETR
84950,2023,M1M,DOG,NS DUCK TOLLING
84951,2024,M1M,DOG,GOLDEN RETR
84952,2024,M8V,DOG,POODLE MIN
84953,2023,M5N,DOG,CAVALIER SPAN
84954,2024,M6C,DOG,BULL TERRIER
84955,2023,M8X,DOG,BORDER COLLIE
84956,2025,M2H,DOG,SHIH TZU
84957,2024,M5G,DOG,GERM SHEPHERD
84958,2025,M9B,DOG,ENG BULLDOG
84959,2023,M8V,DOG,POODLE MIN
84960,2024,M6A,DOG,LABRADOR RETR
84961,2023,M1M,DOG,POODLE MIN
84962,2024,M4S,DOG,ALASKAN HUSKY
84963,2024,M4S,DOG,ALASK MALAMUTE
84964,2025,M3A,DOG,COCKER SPAN
84965,2024,M1L,DOG,CHIHUAHUA SH
84966,2025,M5M,CAT,DOMESTIC SH
84967,2024,M8Y,DOG,PORT WATER DOG
84968,2023,M4G,DOG,MALTESE
84969,2023,M6K,DOG,PLOTT HOUND
84970,2024,M6K,DOG,PARSON RUSS TER
84971,2023,M4J,DOG,LABRADOR RETR
84972,2025,M2N,CAT,DOMESTIC SH
84973,2024,M6K,DOG,BERNESE MTN DOG
84974,2024,M6G,DOG,DOBERMAN PINSCH
84975,2025,M6P,DOG,GERM SHEPHERD
84976,2024,M1W,DOG,SIBERIAN HUSKY
84977,2025,M6S,DOG,SAMOYED
84978,2023,M2J,CAT,DOMESTIC SH
84979,2024,M8V,DOG,AUST SHEPHERD
84980,2024,M2J,CAT,DOMESTIC SH
84981,2024,M5A,DOG,PARSON RUSS TER
84982,2025,M6S,DOG,SHIH TZU
84983,2025,M1B,CAT,DOMESTIC SH
84984,2025,M4E,DOG,YORKSHIRE TERR
84985,2024,M5P,DOG,LABRADOR RETR
84986,2023,M4V,DOG,OLDENG SHEEPDOG
84987,2023,M2N,DOG,AUST CATTLE DOG
84988,2024,M4A,DOG,SIBERIAN HUSKY
84989,2025,M3N,DOG,YORKSHIRE TERR
84990,2023,M9V,DOG,LABRADOR RETR
84991,2025,M4K,DOG,GERM SHEPHERD
84992,2023,M4K,CAT,DOMESTIC SH
84993,2023,M9P,DOG,BEAGLE
84994,2023,M8Y,DOG,LABRADOR RETR
84995,2024,M4V,DOG,SCHNAUZER MIN
84996,2025,M4J,DOG,SIBERIAN HUSKY
84997,2023,M4X,DOG,SHIBA INU
84998,2024,M4C,DOG,GOLDEN RETR
84999,2023,M1V,DOG,GOLDEN RETR
85000,2024,M5P,DOG,GREAT PYRENEES
85001,2023,M1E,CAT,DOMESTIC MH
85002,2024,M5M,DOG,TIBETAN TERR
85003,2024,M5M,CAT,DOMESTIC SH
85004,2024,M4K,CAT,DOMESTIC SH
85005,2025,M2M,CAT,DOMESTIC SH
85006,2023,M1J,CAT,DOMESTIC SH
85007,2024,M4V,DOG,SC WHEAT TERR
85008,2025,M1N,DOG,SCHNAUZER MIN
85009,2024,M4P,CAT,DOMESTIC SH
85010,2023,M4S,DOG,FRENCH BULLDOG
85011,2023,M4S,DOG,FRENCH BULLDOG
85012,2024,M1J,CAT,DOMESTIC SH
85013,2024,M1J,CAT,DOMESTIC SH
85014,2023,M4J,CAT,DOMESTIC SH
85015,2024,M8V,DOG,DACHSHUND
85016,2023,M8V,DOG,DACHSHUND
85017,2023,M2M,DOG,GERMAN PINSCHER
85018,2024,M2M,DOG,GERMAN PINSCHER
85019,2025,M4N,DOG,ST BERNARD RGH
85020,2024,M4N,DOG,ST BERNARD RGH
85021,2023,M3J,DOG,MALTESE
85022,2024,M3J,DOG,MALTESE
85023,2024,M4G,DOG,SHIH TZU
85024,2024,M4G,DOG,SHIH TZU
85025,2025,M5R,DOG,GERM SHEPHERD
85026,2023,M6G,DOG,DACHSHUND
85027,2024,M4Y,DOG,DACHSHUND
85028,2025,M4Y,DOG,DACHSHUND
85029,2023,M4V,DOG,GOLDEN RETR
85030,2024,M4V,DOG,GOLDEN RETR
85031,2023,M4J,DOG,BASSET HOUND
85032,2025,M4N,DOG,LABRADOR RETR
85033,2023,M4N,DOG,LABRADOR RETR
85034,2024,M1P,DOG,YORKSHIRE TERR
85035,2023,M1P,DOG,YORKSHIRE TERR
85036,2024,M5P,DOG,COCKER SPAN
85037,2023,M4C,DOG,FEIST
85038,2024,M4C,DOG,FEIST
85039,2025,M9W,DOG,BOSTON TERRIER
85040,2023,M9W,DOG,BOSTON TERRIER
85041,2023,M6H,DOG,BICHON FRISE
85042,2025,M3B,DOG,BEAGLE
85043,2023,M5M,DOG,BERNESE MTN DOG
85044,2025,M5M,DOG,BERNESE MTN DOG
85045,2023,M3M,DOG,GERM SHEPHERD
85046,2024,M3M,DOG,GERM SHEPHERD
85047,2023,M8V,DOG,COCKER SPAN
85048,2023,M8V,DOG,COCKER SPAN
85049,2024,M4J,DOG,LABRADOR RETR
85050,2024,M6R,DOG,HAVANESE
85051,2023,M4N,DOG,CAVALIER SPAN
85052,2024,M4N,DOG,CAVALIER SPAN
85053,2023,M8W,DOG,AMER BULLDOG
85054,2023,M3B,DOG,POODLE STND
85055,2025,M4K,DOG,HAVANESE
85056,2024,M4K,DOG,HAVANESE
85057,2024,M4C,DOG,BOSTON TERRIER
85058,2025,M4C,DOG,BOSTON TERRIER
85059,2023,M1L,DOG,FRENCH BULLDOG
85060,2025,M4V,DOG,SCHNAUZER MIN
85061,2023,M4V,DOG,SCHNAUZER MIN
85062,2024,M6E,DOG,JINDO
85063,2025,M6G,DOG,COCKER SPAN
85064,2023,M6G,DOG,COCKER SPAN
85065,2024,M4B,DOG,TERRIER
85066,2025,M4B,DOG,TERRIER
85067,2025,M9A,DOG,LABRADOR RETR
85068,2023,M6G,DOG,FIELD SPANIEL
85069,2023,M6G,DOG,FIELD SPANIEL
85070,2023,M4C,DOG,GERM SHEPHERD
85071,2025,M4C,DOG,GERM SHEPHERD
85072,2024,M8Z,DOG,BOXER
85073,2023,M8Z,DOG,BOXER
85074,2023,M4V,DOG,BERNESE MTN DOG
85075,2024,M4V,DOG,BERNESE MTN DOG
85076,2025,M5S,DOG,POODLE TOY
85077,2023,M4V,DOG,SHETLD SHEEPDOG
85078,2023,M4P,DOG,OLDENG SHEEPDOG
85079,2023,M6P,DOG,HAVANESE
85080,2024,M6P,DOG,HAVANESE
85081,2025,M9R,CAT,DOMESTIC SH
85082,2023,M9R,CAT,DOMESTIC SH
85083,2023,M5H,CAT,DOMESTIC SH
85084,2025,M5N,CAT,DOMESTIC SH
85085,2023,M5N,CAT,DOMESTIC SH
85086,2025,M4M,CAT,DOMESTIC SH
85087,2023,M4M,CAT,DOMESTIC SH
85088,2025,M5P,DOG,BULLDOG
85089,2023,M4J,DOG,POODLE MIN
85090,2025,M4R,DOG,COLLIE ROUGH
85091,2024,M4R,DOG,COLLIE ROUGH
85092,2025,M4K,DOG,BRITTANY
85093,2023,M9N,DOG,BERNESE MTN DOG
85094,2024,M9N,DOG,BERNESE MTN DOG
85095,2024,M4K,DOG,BORDER COLLIE
85096,2025,M6G,DOG,BASENJI
85097,2023,M6G,DOG,BASENJI
85098,2023,M2K,DOG,SHIH TZU
85099,2024,M2K,DOG,SHIH TZU
85100,2024,M4R,DOG,LABRADOR RETR
85101,2023,M4R,DOG,LABRADOR RETR
85102,2023,M2J,DOG,LABRADOR RETR
85103,2024,M2J,DOG,LABRADOR RETR
85104,2025,M4W,DOG,POODLE MIN
85105,2023,M4W,DOG,POODLE MIN
85106,2024,M6G,DOG,WELSH CORGI CAR
85107,2025,M6G,DOG,WELSH CORGI CAR
85108,2023,M6N,DOG,COCKER SPAN
85109,2024,M6N,DOG,COCKER SPAN
85110,2023,M2N,DOG,COCKER SPAN
85111,2025,M5A,DOG,LABRADOR RETR
85112,2024,M5A,CAT,DOMESTIC SH
85113,2023,M8X,DOG,BERNESE MTN DOG
85114,2024,M8X,DOG,BERNESE MTN DOG
85115,2023,M6S,DOG,FRENCH BULLDOG
85116,2024,M1C,DOG,BICHON FRISE
85117,2025,M1C,DOG,BICHON FRISE
85118,2024,M4J,DOG,PORT WATER DOG
85119,2023,M4J,DOG,PORT WATER DOG
85120,2024,M2H,CAT,DOMESTIC SH
85121,2023,M2H,CAT,DOMESTIC SH
85122,2024,M5T,CAT,DOMESTIC SH
85123,2024,M8V,DOG,SC WHEAT TERR
85124,2023,M8V,DOG,SC WHEAT TERR
85125,2024,M6P,DOG,BORDER COLLIE
85126,2023,M6P,DOG,BORDER COLLIE
85127,2024,M6P,DOG,LABRADOR RETR
85128,2023,M6P,DOG,LABRADOR RETR
85129,2023,M5R,DOG,PAPILLON
85130,2025,M2N,DOG,SIBERIAN HUSKY
85131,2023,M2N,DOG,SIBERIAN HUSKY
85132,2024,M9A,DOG,YORKSHIRE TERR
85133,2025,M2M,DOG,AUST SHEPHERD
85134,2024,M2M,DOG,AUST SHEPHERD
85135,2024,M4L,DOG,AUST SHEPHERD
85136,2024,M1M,DOG,LABRADOR RETR
85137,2025,M1M,DOG,LABRADOR RETR
85138,2025,M1R,DOG,LABRADOR RETR
85139,2024,M1R,DOG,LABRADOR RETR
85140,2023,M9B,DOG,LABRADOR RETR
85141,2024,M1E,DOG,LABRADOR RETR
85142,2023,M1E,DOG,LABRADOR RETR
85143,2025,M5M,DOG,VIZSLA
85144,2025,M4E,DOG,GOLDEN RETR
85145,2024,M4E,DOG,GOLDEN RETR
85146,2024,M6H,DOG,BOSTON TERRIER
85147,2025,M2M,CAT,DOMESTIC SH
85148,2023,M2M,CAT,DOMESTIC SH
85149,2024,M6M,CAT,DOMESTIC SH
85150,2024,M6M,CAT,DOMESTIC SH
85151,2023,M1B,CAT,DOMESTIC SH
85152,2025,M1B,CAT,DOMESTIC SH
85153,2024,M6H,DOG,ROTTWEILER
85154,2025,M4V,DOG,POODLE TOY
85155,2025,M1T,DOG,MALTESE
85156,2024,M5R,DOG,GOLDEN RETR
85157,2023,M5R,DOG,GOLDEN RETR
85158,2024,M9B,DOG,LABRADOR RETR
85159,2025,M9B,DOG,LABRADOR RETR
85160,2023,M8Z,DOG,BORDER TERRIER
85161,2025,M8Z,DOG,BORDER TERRIER
85162,2023,M6H,DOG,POODLE STND
85163,2023,M6H,DOG,POODLE STND
85164,2025,M6H,DOG,POODLE STND
85165,2023,M5P,DOG,SIBERIAN HUSKY
85166,2024,M5P,DOG,SIBERIAN HUSKY
85167,2023,M6C,DOG,POODLE MIN
85168,2025,M4L,CAT,DOMESTIC SH
85169,2024,M4L,CAT,DOMESTIC SH
85170,2024,M4E,DOG,TERRIER
85171,2024,M6A,DOG,POODLE MIN
85172,2023,M6A,DOG,POODLE MIN
85173,2025,M9A,DOG,BORDER COLLIE
85174,2023,M9A,DOG,BORDER COLLIE
85175,2024,M1N,DOG,POODLE STND
85176,2025,M1N,DOG,POODLE STND
85177,2024,M1G,DOG,LABRADOR RETR
85178,2024,M6M,DOG,ENG BULLDOG
85179,2025,M9A,DOG,SHIBA INU
85180,2024,M3N,CAT,DOMESTIC SH
85181,2025,M1V,DOG,GERM SHEPHERD
85182,2024,M1V,DOG,GERM SHEPHERD
85183,2025,M5M,DOG,DALMATIAN
85184,2023,M8V,CAT,DOMESTIC SH
85185,2025,M8V,CAT,DOMESTIC SH
85186,2025,M8V,CAT,DOMESTIC SH
85187,2023,M8V,CAT,DOMESTIC SH
85188,2023,M2N,DOG,GOLDEN RETR
85189,2024,M2N,DOG,GOLDEN RETR
85190,2025,M9R,DOG,ST BERNARD RGH
85191,2024,M9R,DOG,ST BERNARD RGH
85192,2023,M6G,CAT,DOMESTIC SH
85193,2025,M6G,CAT,DOMESTIC SH
85194,2023,M5V,DOG,SCHNAUZER STAND
85195,2024,M4S,DOG,GOLDEN RETR
85196,2023,M4S,DOG,GOLDEN RETR
85197,2025,M4V,DOG,COCKER SPAN
85198,2024,M4V,DOG,COCKER SPAN
85199,2025,M4S,DOG,CAVALIER SPAN
85200,2025,M4B,DOG,SHETLD SHEEPDOG
85201,2023,M4B,DOG,SHETLD SHEEPDOG
85202,2023,M2L,DOG,BORDER COLLIE
85203,2024,M1S,CAT,DOMESTIC SH
85204,2025,M1S,CAT,DOMESTIC SH
85205,2023,M8V,DOG,GOLDEN RETR
85206,2025,M9A,DOG,SC WHEAT TERR
85207,2024,M9A,DOG,SC WHEAT TERR
85208,2025,M8V,DOG,MASTIFF
85209,2025,M5V,DOG,PUG
85210,2024,M5V,DOG,PUG
85211,2025,M4C,DOG,POMERANIAN
85212,2023,M1M,DOG,LABRADOR RETR
85213,2025,M1M,DOG,LABRADOR RETR
85214,2025,M6S,DOG,LABRADOR RETR
85215,2024,M6S,DOG,LABRADOR RETR
85216,2025,M9C,DOG,CANE CORSO
85217,2024,M9C,DOG,CANE CORSO
85218,2025,M9C,DOG,CANE CORSO
85219,2024,M9C,DOG,CANE CORSO
85220,2023,M8V,DOG,AMER BULLDOG
85221,2023,M8V,DOG,AMER BULLDOG
85222,2024,M4S,DOG,AUST SHEPHERD
85223,2025,M4S,DOG,AUST SHEPHERD
85224,2023,M4S,DOG,AUST SHEPHERD
85225,2025,M9B,DOG,GOLDEN RETR
85226,2024,M9B,DOG,GOLDEN RETR
85227,2025,M1N,DOG,POODLE STND
85228,2025,M4L,DOG,TERRIER
85229,2024,M4L,DOG,TERRIER
85230,2023,M4L,DOG,COTON DE TULEAR
85231,2025,M4L,DOG,COTON DE TULEAR
85232,2023,M4N,DOG,BEAGLE
85233,2025,M5J,DOG,GOLDEN RETR
85234,2025,M6L,DOG,LABRADOR RETR
85235,2023,M6L,DOG,LABRADOR RETR
85236,2024,M4G,DOG,POODLE MIN
85237,2025,M6B,DOG,POODLE MIN
85238,2024,M6B,DOG,POODLE MIN
85239,2025,M2R,DOG,POODLE STND
85240,2024,M2R,DOG,POODLE STND
85241,2024,M6N,DOG,AMER BULLDOG
85242,2024,M6R,DOG,AMER BULLDOG
85243,2023,M1C,DOG,POODLE STND
85244,2025,M1P,DOG,BERNESE MTN DOG
85245,2024,M1P,DOG,BERNESE MTN DOG
85246,2024,M5M,DOG,SHETLD SHEEPDOG
85247,2023,M5M,DOG,SHETLD SHEEPDOG
85248,2024,M9A,DOG,AMER BULLDOG
85249,2025,M9A,DOG,AMER BULLDOG
85250,2023,M6R,CAT,DOMESTIC SH
85251,2025,M5M,DOG,NS DUCK TOLLING
85252,2024,M6G,CAT,DOMESTIC SH
85253,2025,M6S,DOG,MALTESE
85254,2024,M6S,DOG,MALTESE
85255,2024,M1G,DOG,BORDER COLLIE
85256,2023,M1G,DOG,BORDER COLLIE
85257,2025,M4M,DOG,ROTTWEILER
85258,2025,M1E,DOG,OLD ENG BULLDOG
85259,2024,M4C,DOG,MIN PINSCHER
85260,2023,M1X,DOG,BELG MALINOIS
85261,2023,M1E,DOG,PORT WATER DOG
85262,2025,M1E,DOG,PORT WATER DOG
85263,2023,M5A,DOG,BOSTON TERRIER
85264,2024,M5A,DOG,BOSTON TERRIER
85265,2023,M2R,CAT,DOMESTIC SH
85266,2024,M2R,CAT,DOMESTIC SH
85267,2025,M6S,DOG,BOSTON TERRIER
85268,2025,M9W,DOG,GERM SHEPHERD
85269,2023,M9W,DOG,GERM SHEPHERD
85270,2024,M4N,DOG,GOLDEN RETR
85271,2023,M4N,DOG,GOLDEN RETR
85272,2024,M6P,DOG,AUST CATTLE DOG
85273,2025,M6P,DOG,AUST CATTLE DOG
85274,2025,M4C,CAT,DOMESTIC MH
85275,2024,M4C,CAT,DOMESTIC MH
85276,2023,M4J,DOG,GOLDEN RETR
85277,2024,M5P,DOG,SIBERIAN HUSKY
85278,2024,M4J,DOG,COCKER SPAN
85279,2025,M4J,DOG,COCKER SPAN
85280,2024,M4E,DOG,POINTER
85281,2023,M1N,DOG,SHIH TZU
85282,2024,M1N,DOG,SHIH TZU
85283,2024,M5V,DOG,DACHSHUND MIN
85284,2024,M1E,DOG,GREAT PYRENEES
85285,2023,M1E,DOG,GREAT PYRENEES
85286,2025,M3H,CAT,TIFFANY
85287,2024,M3H,CAT,TIFFANY
85288,2025,M1V,DOG,GERM SHEPHERD
85289,2024,M1V,DOG,GERM SHEPHERD
85290,2024,M6P,DOG,COCKER SPAN
85291,2025,M6E,CAT,DOMESTIC SH
85292,2024,M6E,CAT,DOMESTIC SH
85293,2023,M4M,DOG,LABRADOR RETR
85294,2024,M1M,DOG,SCHNAUZER MIN
85295,2023,M1M,DOG,SCHNAUZER MIN
85296,2025,M1C,DOG,DOBERMAN PINSCH
85297,2023,M1C,DOG,DOBERMAN PINSCH
85298,2023,M1N,DOG,HOUND
85299,2025,M1N,DOG,HOUND
85300,2024,M1T,DOG,COCKER SPAN
85301,2025,M1T,DOG,COCKER SPAN
85302,2025,M6S,DOG,BULLMASTIFF
85303,2023,M6S,DOG,BULLMASTIFF
85304,2023,M1W,CAT,DOMESTIC SH
85305,2023,M1W,CAT,DOMESTIC SH
85306,2024,M1W,DOG,LABRADOR RETR
85307,2025,M5A,CAT,DOMESTIC SH
85308,2023,M5A,CAT,DOMESTIC SH
85309,2024,M6A,CAT,AMER SH
85310,2023,M6A,CAT,AMER SH
85311,2023,M4L,DOG,LABRADOR RETR
85312,2023,M6N,DOG,AMER ESKIMO
85313,2025,M6C,DOG,BICHON FRISE
85314,2023,M6C,DOG,BICHON FRISE
85315,2024,M6N,DOG,MALTESE
85316,2023,M6E,DOG,TOY FOX TERRIER
85317,2024,M6E,DOG,TOY FOX TERRIER
85318,2025,M6C,DOG,LABRADOR RETR
85319,2023,M6C,DOG,LABRADOR RETR
85320,2024,M9B,DOG,POODLE MIN
85321,2025,M9B,DOG,POODLE MIN
85322,2024,M4W,DOG,LABRADOR RETR
85323,2023,M4W,DOG,LABRADOR RETR
85324,2024,M9R,DOG,LHASA APSO
85325,2024,M9R,DOG,LHASA APSO
85326,2023,M1C,DOG,SHIBA INU
85327,2025,M1C,DOG,SHIBA INU
85328,2024,M6S,CAT,DOMESTIC SH
85329,2023,M6S,CAT,DOMESTIC SH
85330,2025,M5P,DOG,POODLE MIN
85331,2024,M5P,DOG,POODLE MIN
85332,2024,M1B,DOG,AUST SHEPHERD
85333,2023,M1B,DOG,AUST SHEPHERD
85334,2023,M4A,DOG,LABRADOR RETR
85335,2025,M4A,DOG,LABRADOR RETR
85336,2025,M1V,DOG,LABRADOR RETR
85337,2024,M1V,DOG,LABRADOR RETR
85338,2024,M4R,DOG,POODLE MIN
85339,2023,M4R,DOG,POODLE MIN
85340,2024,M6G,DOG,LABRADOR RETR
85341,2024,M6S,DOG,GOLDEN RETR
85342,2023,M6S,DOG,GOLDEN RETR
85343,2024,M3B,DOG,LABRADOR RETR
85344,2025,M3B,DOG,LABRADOR RETR
85345,2023,M8V,DOG,GOLDEN RETR
85346,2025,M6S,DOG,BRITTANY
85347,2024,M6S,DOG,BRITTANY
85348,2023,M5A,DOG,CHIHUAHUA SH
85349,2025,M4V,DOG,CHIHUAHUA SH
85350,2023,M4V,DOG,CHIHUAHUA SH
85351,2023,M9R,DOG,PORT WATER DOG
85352,2025,M9R,DOG,PORT WATER DOG
85353,2023,M4K,DOG,GOLDEN RETR
85354,2025,M4K,DOG,GOLDEN RETR
85355,2024,M1N,DOG,COCKER SPAN
85356,2023,M1N,DOG,COCKER SPAN
85357,2024,M2M,DOG,MALTESE
85358,2025,M2M,DOG,MALTESE
85359,2025,M1C,DOG,GOLDEN RETR
85360,2024,M5M,DOG,GOLDEN RETR
85361,2024,M1V,DOG,SIBERIAN HUSKY
85362,2023,M8Y,DOG,POODLE MIN
85363,2024,M4V,DOG,AUST SHEPHERD
85364,2023,M4E,DOG,GOLDEN RETR
85365,2025,M4E,DOG,GOLDEN RETR
85366,2025,M1B,DOG,ROTTWEILER
85367,2024,M1B,DOG,ROTTWEILER
85368,2023,M2N,DOG,BICHON FRISE
85369,2024,M2N,DOG,BICHON FRISE
85370,2023,M4M,CAT,DOMESTIC SH
85371,2025,M4M,CAT,DOMESTIC SH
85372,2025,M4M,CAT,DOMESTIC MH
85373,2024,M4M,CAT,DOMESTIC MH
85374,2023,M5R,DOG,LABRADOR RETR
85375,2025,M5R,DOG,LABRADOR RETR
85376,2023,M5V,DOG,WELSH CORGI CAR
85377,2025,M5V,DOG,WELSH CORGI CAR
85378,2024,M1L,CAT,DOMESTIC LH
85379,2023,M1L,CAT,DOMESTIC LH
85380,2023,M2K,DOG,COTON DE TULEAR
85381,2025,M2K,DOG,COTON DE TULEAR
85382,2024,M5P,DOG,DACHSHUND MIN
85383,2023,M5P,DOG,DACHSHUND MIN
85384,2025,M2L,DOG,BOXER
85385,2024,M6E,DOG,CHIHUAHUA SH
85386,2023,M6E,DOG,CHIHUAHUA SH
85387,2024,M6K,DOG,SIBERIAN HUSKY
85388,2023,M4J,DOG,GOLDEN RETR
85389,2024,M4J,DOG,GOLDEN RETR
85390,2024,M4E,DOG,AUST CATTLE DOG
85391,2025,M4E,DOG,AUST CATTLE DOG
85392,2023,M4C,DOG,LHASA APSO
85393,2024,M2L,DOG,BERNESE MTN DOG
85394,2024,M2L,DOG,BERNESE MTN DOG
85395,2023,M9V,DOG,MASTIFF
85396,2025,M9V,DOG,MASTIFF
85397,2025,M2K,DOG,POODLE MIN
85398,2023,M8Z,DOG,AUST CATTLE DOG
85399,2025,M8Z,DOG,AUST CATTLE DOG
85400,2024,M1M,DOG,GOLDEN RETR
85401,2023,M1M,DOG,GOLDEN RETR
85402,2023,M4L,DOG,LABRADOR RETR
85403,2025,M4L,DOG,LABRADOR RETR
85404,2024,M4Y,DOG,LABRADOR RETR
85405,2025,M4Y,DOG,LABRADOR RETR
85406,2024,M5A,CAT,DOMESTIC SH
85407,2023,M5A,CAT,DOMESTIC SH
85408,2024,M6A,DOG,YORKSHIRE TERR
